Metadata_platename,Metadata_platenum,Metadata_well,Count_Nuclei,hc_Count_Nuclei_normalized,hc_Count_Nuclei_z_score,Row,Col,Compound Plate #,Chemical.Name,Treatments,Positive.control
MRMTRP15,12304,D06,587.5,346.969,-0.609,D,6,15,BCC0066884,DRUG,no
MRMTRP26,12319,H14,587.5,346.258,-0.614,H,14,26,BCC0074065,DRUG,no
MRMTRP39,12400,O20,587.5,345.844,-0.617,O,20,39,BCC0091290,DRUG,no
MRMTRP26,12319,O10,587.5,243.789,-1.389,O,10,26,BCC0051017,DRUG,no
MRMTRP29,12322,A23,588,641.172,1.616,A,23,29,BCC0030460,DRUG,no
MRMTRP21,12315,O20,588,472.047,0.337,O,20,21,,DRUG,no
MRMTRP10,12300,A04,588,439.469,0.091,A,4,10,DMSO,EtBr,no
MRMTRP25,12318,J12,588,429.336,0.014,J,12,25,BCC0074398,DRUG,no
MRMTRP39,12400,D14,588,427.43,0,D,14,39,BCC0035083,DRUG,no
MRMTRP10uM03,12388,C06,588,391.391,-0.273,C,6,3,Amifostine,DRUG,no
MRMTRP39,12400,G08,588,384.391,-0.326,G,8,39,BCC0109456,DRUG,no
MRMTRP25,12318,C08,588,271.156,-1.182,C,8,25,BCC0038028,DRUG,no
MRMTRP34,12331,C15,588.5,621.547,1.468,C,15,34,BCC0106260,DRUG,no
MRMTRP40,12336,P17,588.5,617.711,1.439,P,17,40,BCC0047608,DRUG,no
MRMTRP34,12331,O18,588.5,520.086,0.701,O,18,34,BCC0055911,DRUG,no
MRMTRP23,12317,M04,588.5,490.531,0.477,M,4,23,DMSO,EtBr,no
MRMTRP22,12316,B20,588.5,427.109,-0.003,B,20,22,BCC0115309,DRUG,no
MRMTRP38,12335,A09,588.5,425.914,-0.012,A,9,38,BCC0078525,DRUG,no
MRMTRP32,12329,O09,588.5,418.5,-0.068,O,9,32,BCC0031631,DRUG,no
MRMTRP27,12320,P07,588.5,384.148,-0.328,P,7,27,BCC0093786,DRUG,no
MRMTRP10uM03,12388,A12,588.5,362.094,-0.494,A,12,3,Pepstatin A,DRUG,no
MRMTRP10,12300,P24,588.5,312.539,-0.869,P,24,10,BCC0040576,DRUG,no
MRMTRP09,12299,O11,588.5,127.516,-2.268,O,11,9,BCC0045239,DRUG,no
MRMTRP25,12318,H08,589,475.719,0.365,H,8,25,BCC0046497,DRUG,no
MRMTRP20,12314,H18,589,470.891,0.329,H,18,20,BCC0050182,DRUG,no
MRMTRP11,12301,B20,589,440.383,0.098,B,20,11,BCC0034705,DRUG,no
MRMTRP36,12333,A09,589,423.352,-0.031,A,9,36,BCC0047359,DRUG,no
MRMTRP07,12297,I21,589,413.961,-0.102,I,21,7,BCC0096521,DRUG,no
MRMTRP18,12312,B04,589,387.102,-0.305,B,4,18,DMSO,EtBr,no
MRMTRP29,12322,I09,589,376.867,-0.383,I,9,29,BCC0090299,DRUG,no
MRMTRP39,12400,O09,589,279.992,-1.115,O,9,39,BCC0040825,DRUG,no
MRMTRP10,12300,J20,589.5,780.797,2.672,J,20,10,BCC0047163,DRUG,no
MRMTRP30,12327,A11,589.5,602.609,1.325,A,11,30,BCC0052783,DRUG,no
MRMTRP1uM01,12383,G10,589.5,510.578,0.629,G,10,1,LY 294002,DRUG,no
MRMTRP07,12297,E04,589.5,441.664,0.107,E,4,7,DMSO,EtBr,no
MRMTRP10uM04,12390,J09,589.5,428.508,0.008,J,9,4,Procyclidine hydrochloride,DRUG,no
MRMTRP15,12304,D17,589.5,396.203,-0.236,D,17,15,BCC0088749,DRUG,no
MRMTRP12,12302,B11,589.5,244.844,-1.381,B,11,12,BCC0055598,DRUG,no
MRMTRP11,12301,B03,589.5,240.695,-1.412,B,3,11,DMSO,DMSO,no
MRMTRP12,12302,N01,590,594.727,1.265,N,1,12,DMSO,DMSO,no
MRMTRP10uM01,12384,B04,590,425.563,-0.014,B,4,1,DMSO,EtBr,no
MRMTRP29,12322,K09,590,334.117,-0.706,K,9,29,BCC0098545,DRUG,no
MRMTRP10uM02,12386,I04,590.5,714.727,2.173,I,4,2,DMSO,EtBr,no
MRMTRP10uM04,12390,B15,590.5,595.711,1.273,B,15,4,Chloropyramine hydrochloride,DRUG,no
MRMTRP36,12333,O14,590.5,562.414,1.021,O,14,36,BCC0058934,DRUG,no
MRMTRP31,12328,O03,590.5,427.469,0,O,3,31,PAC,DMSO,no
MRMTRP28,12321,I15,590.5,405.172,-0.169,I,15,28,BCC0068381,DRUG,no
MRMTRP07,12297,M04,590.5,386.305,-0.311,M,4,7,DMSO,EtBr,no
MRMTRP40,12336,A12,591,673.781,1.863,A,12,40,BCC0006856,DRUG,no
MRMTRP16,12311,A06,591,466.789,0.297,A,6,16,BCC0112289,DRUG,no
MRMTRP16,12311,I11,591,437.93,0.079,I,11,16,BCC0033674,DRUG,no
MRMTRP17,12398,I06,591,421.836,-0.042,I,6,17,BCC0031554,DRUG,no
MRMTRP28,12321,P19,591,340.609,-0.657,P,19,28,BCC0040347,DRUG,no
MRMTRP1uM05,12391,O03,591.5,585.539,1.196,O,3,5,PAC,DMSO,no
MRMTRP22,12316,P12,591.5,509.336,0.619,P,12,22,BCC0092355,DRUG,no
MRMTRP36,12333,P10,591.5,483.453,0.424,P,10,36,BCC0044572,DRUG,no
MRMTRP20,12314,D14,591.5,395.297,-0.243,D,14,20,BCC0061628,DRUG,no
MRMTRP22,12316,K07,591.5,387.352,-0.303,K,7,22,BCC0047640,DRUG,no
MRMTRP10uM05,12392,F15,592,644.906,1.645,F,15,5,Fludarabine,DRUG,no
MRMTRP10uM01,12384,C23,592,581.844,1.168,C,23,1,Captopril,DRUG,no
MRMTRP17,12398,H04,592,576.867,1.13,H,4,17,PAC,EtBr,no
MRMTRP37,12334,C21,592,529.422,0.771,C,21,37,BCC0075185,DRUG,no
MRMTRP1uM02,12385,E17,592,502.289,0.566,E,17,2,Ethambutol dihydrochloride,DRUG,no
MRMTRP29,12322,H11,592,481.523,0.409,H,11,29,BCC0039684,DRUG,no
MRMTRP22,12316,J08,592,470.023,0.322,J,8,22,BCC0042593,DRUG,no
MRMTRP22,12316,F01,592,434.922,0.056,F,1,22,DMSO,DMSO,no
MRMTRP11,12301,I05,592,417.492,-0.075,I,5,11,BCC0033866,DRUG,no
MRMTRP24,12399,E05,592,387.039,-0.306,E,5,24,BCC0112531,DRUG,no
MRMTRP17,12398,E20,592.5,692.688,2.006,E,20,17,BCC0039402,DRUG,no
MRMTRP32,12329,E15,592.5,662.859,1.78,E,15,32,BCC0063410,DRUG,no
MRMTRP40,12336,P14,592.5,626.898,1.508,P,14,40,BCC0050252,DRUG,no
MRMTRP21,12315,D15,592.5,591.898,1.244,D,15,21,BCC0093883,DRUG,no
MRMTRP23,12317,I17,592.5,578.32,1.141,I,17,23,BCC0092729,DRUG,no
MRMTRP37,12334,C16,592.5,549.211,0.921,C,16,37,BCC0113969,DRUG,no
MRMTRP36,12333,A17,592.5,532.133,0.792,A,17,36,BCC0102883,DRUG,no
MRMTRP24,12399,F09,592.5,507.5,0.605,F,9,24,BCC0102367,DRUG,no
MRMTRP23,12317,L05,592.5,471.914,0.336,L,5,23,BCC0029988,DRUG,no
MRMTRP28,12321,H20,592.5,436.977,0.072,H,20,28,BCC0034890,DRUG,no
MRMTRP10uM05,12392,D07,592.5,433.211,0.044,D,7,5,Bromhexine hydrochloride,DRUG,no
MRMTRP26,12319,D07,592.5,411.352,-0.122,D,7,26,BCC0046750,DRUG,no
MRMTRP10uM01,12384,P19,592.5,399.742,-0.21,P,19,1,Empty,DRUG,no
MRMTRP10uM03,12388,B12,592.5,344.172,-0.63,B,12,3,Atropine sulfate monohydrate,DRUG,no
MRMTRP13,12303,K16,593,725.961,2.258,K,16,13,BCC0031772,DRUG,no
MRMTRP38,12335,N06,593,587.773,1.212,N,6,38,BCC0034368,DRUG,no
MRMTRP30,12327,O15,593,546.609,0.901,O,15,30,BCC0039481,DRUG,no
MRMTRP29,12322,N16,593,541.938,0.866,N,16,29,BCC0029426,DRUG,no
MRMTRP15,12304,D14,593,492.82,0.494,D,14,15,BCC0085707,DRUG,no
MRMTRP37,12334,O19,593,451.82,0.184,O,19,37,BCC0060671,DRUG,no
MRMTRP10uM05,12392,D09,593,433.758,0.048,D,9,5,Anethole-trithione,DRUG,no
MRMTRP20,12314,I09,593,429.844,0.018,I,9,20,BCC0110083,DRUG,no
MRMTRP16,12311,M13,593,420.336,-0.054,M,13,16,BCC0103692,DRUG,no
MRMTRP23,12317,E19,593,401.688,-0.195,E,19,23,BCC0071756,DRUG,no
MRMTRP18,12312,B05,593,131.125,-2.241,B,5,18,BCC0029789,DRUG,no
MRMTRP19,12313,A20,593.5,620.539,1.46,A,20,19,BCC0006938,DRUG,no
MRMTRP1uM01,12383,G03,593.5,581.766,1.167,G,3,1,PAC,DMSO,no
MRMTRP25,12318,H14,593.5,536.719,0.826,H,14,25,BCC0032438,DRUG,no
MRMTRP22,12316,I10,593.5,465.984,0.291,I,10,22,BCC0037994,DRUG,no
MRMTRP10uM02,12386,B10,593.5,243.43,-1.392,B,10,2,"Glutethimide, para-amino",DRUG,no
MRMTRP1uM01,12383,F21,594,758.641,2.505,F,21,1,Sirtinol,DRUG,no
MRMTRP1uM01,12383,J17,594,732.602,2.308,J,17,1,Empty,DRUG,no
MRMTRP10uM05,12392,O20,594,696.969,2.038,O,20,5,Clocortolone pivalate,DRUG,no
MRMTRP29,12322,P09,594,626.211,1.503,P,9,29,BCC0090211,DRUG,no
MRMTRP43,12382,I18,594,614.961,1.418,I,18,43,BCC0036809,DRUG,no
MRMTRP10uM03,12388,M06,594,611.906,1.395,M,6,3,Cefixime,DRUG,no
MRMTRP11,12301,C10,594,334.484,-0.703,C,10,11,BCC0006088,DRUG,no
MRMTRP07,12297,G18,594,213.07,-1.621,G,18,7,BCC0093045,DRUG,no
MRMTRP06,12296,P01,594,188.852,-1.805,P,1,6,PAC,DMSO,no
MRMTRP15,12304,E06,594.5,684.641,1.945,E,6,15,BCC0064265,DRUG,no
MRMTRP20,12314,I03,594.5,678.289,1.897,I,3,20,DMSO,DMSO,no
MRMTRP21,12315,E24,594.5,659.938,1.758,E,24,21,,DRUG,no
MRMTRP41,12401,P13,594.5,655.336,1.723,P,13,41,BCC0059177,DRUG,no
MRMTRP10uM04,12390,M08,594.5,518.703,0.69,M,8,4,Clofibric acid,DRUG,no
MRMTRP20,12314,N12,594.5,494.07,0.504,N,12,20,BCC0083491,DRUG,no
MRMTRP29,12322,N04,594.5,475.328,0.362,N,4,29,DMSO,EtBr,no
MRMTRP11,12301,P14,594.5,428.547,0.008,P,14,11,BCC0036487,DRUG,no
MRMTRP10uM01,12384,E07,594.5,426.539,-0.007,E,7,1,Z-Prolyl-prolinal,DRUG,no
MRMTRP10uM02,12386,N05,595,519.273,0.694,N,5,2,Antimycin A,DRUG,no
MRMTRP28,12321,P22,595,449.883,0.17,P,22,28,BCC0099747,DRUG,no
MRMTRP24,12399,C16,595,394.492,-0.249,C,16,24,BCC0040221,DRUG,no
MRMTRP16,12311,F23,595.5,694.883,2.023,F,23,16,BCC0062118,DRUG,no
MRMTRP19,12313,I14,595.5,668.531,1.823,I,14,19,BCC0103575,DRUG,no
MRMTRP40,12336,K07,595.5,613.344,1.406,K,7,40,BCC0085074,DRUG,no
MRMTRP10uM03,12388,B20,595.5,611.977,1.396,B,20,3,Entacapone,DRUG,no
MRMTRP34,12331,C17,595.5,606.609,1.355,C,17,34,BCC0091368,DRUG,no
MRMTRP42,12381,N24,595.5,589.578,1.226,N,24,42,BCC0032578,DRUG,no
MRMTRP10uM05,12392,B12,595.5,555.102,0.965,B,12,5,Doxapram hydrochloride,DRUG,no
MRMTRP10uM03,12388,C01,595.5,552.383,0.945,C,1,3,STS,DMSO,no
MRMTRP37,12334,E17,595.5,539.5,0.847,E,17,37,BCC0041090,DRUG,no
MRMTRP39,12400,F21,595.5,535.563,0.818,F,21,39,BCC0065946,DRUG,no
MRMTRP43,12382,M04,595.5,528.039,0.761,M,4,43,DMSO,EtBr,no
MRMTRP38,12335,N14,595.5,493.258,0.498,N,14,38,BCC0079552,DRUG,no
MRMTRP10uM05,12392,I13,595.5,466.938,0.299,I,13,5,Darunavir,DRUG,no
MRMTRP22,12316,H08,595.5,437.992,0.08,H,8,22,BCC0040975,DRUG,no
MRMTRP23,12317,E09,595.5,422.719,-0.036,E,9,23,BCC0067834,DRUG,no
MRMTRP27,12320,I15,595.5,394.859,-0.247,I,15,27,BCC0054673,DRUG,no
MRMTRP12,12302,L24,596,777.508,2.647,L,24,12,BCC0034440,DRUG,no
MRMTRP16,12311,O24,596,678.719,1.9,O,24,16,BCC0067023,DRUG,no
MRMTRP32,12329,E09,596,605.438,1.346,E,9,32,BCC0065445,DRUG,no
MRMTRP27,12320,J05,596,571.328,1.088,J,5,27,BCC0032306,DRUG,no
MRMTRP41,12401,D08,596,565.203,1.042,D,8,41,BCC0080984,DRUG,no
MRMTRP38,12335,P05,596,505.141,0.588,P,5,38,BCC0079403,DRUG,no
MRMTRP12,12302,C16,596,480.336,0.4,C,16,12,BCC0033854,DRUG,no
MRMTRP29,12322,K15,596,461.539,0.258,K,15,29,BCC0045981,DRUG,no
MRMTRP29,12322,L06,596,374.031,-0.404,L,6,29,BCC0096662,DRUG,no
MRMTRP06,12296,G15,596,299.172,-0.97,G,15,6,BCC0086107,DRUG,no
MRMTRP06,12296,G08,596,273.008,-1.168,G,8,6,BCC0066848,DRUG,no
MRMTRP37,12334,N05,596.5,685.398,1.951,N,5,37,BCC0041965,DRUG,no
MRMTRP25,12318,I04,596.5,646.641,1.658,I,4,25,DMSO,EtBr,no
MRMTRP13,12303,E04,596.5,498.586,0.538,E,4,13,DMSO,EtBr,no
MRMTRP11,12301,B01,596.5,485.406,0.438,B,1,11,DMSO,DMSO,no
MRMTRP37,12334,O15,596.5,454.086,0.201,O,15,37,BCC0112943,DRUG,no
MRMTRP06,12296,M01,596.5,429.336,0.014,M,1,6,DMSO,DMSO,no
MRMTRP27,12320,K14,596.5,248.883,-1.351,K,14,27,BCC0092924,DRUG,no
MRMTRP06,12296,B03,596.5,216,-1.599,B,3,6,DMSO,DMSO,no
MRMTRP1uM02,12385,P21,597,846.859,3.172,P,21,2,Proglumide,DRUG,no
MRMTRP35,12332,P17,597,576.242,1.125,P,17,35,BCC0096527,DRUG,no
MRMTRP10uM05,12392,K07,597,499.086,0.542,K,7,5,Deptropine citrate,DRUG,no
MRMTRP31,12328,A14,597,474.273,0.354,A,14,31,BCC0101286,DRUG,no
MRMTRP23,12317,B14,597,395.977,-0.238,B,14,23,BCC0045478,DRUG,no
MRMTRP25,12318,I12,597,374.508,-0.4,I,12,25,BCC0035895,DRUG,no
MRMTRP13,12303,K13,597,367.945,-0.45,K,13,13,BCC0050272,DRUG,no
MRMTRP23,12317,O12,597,358.547,-0.521,O,12,23,BCC0085087,DRUG,no
MRMTRP39,12400,C06,597,316.414,-0.84,C,6,39,BCC0076879,DRUG,no
MRMTRP42,12381,B06,597,315.68,-0.845,B,6,42,BCC0040822,DRUG,no
MRMTRP06,12296,C10,597,185.563,-1.829,C,10,6,BCC0090135,DRUG,no
MRMTRP42,12381,F13,597,163.781,-1.994,F,13,42,BCC0036964,DRUG,no
MRMTRP11,12301,D04,597.5,686.008,1.955,D,4,11,STS,EtBr,no
MRMTRP26,12319,H24,597.5,627.016,1.509,H,24,26,BCC0111042,DRUG,no
MRMTRP10uM03,12388,I14,597.5,588.188,1.216,I,14,3,Carteolol hydrochloride,DRUG,no
MRMTRP32,12329,B10,597.5,554.961,0.964,B,10,32,BCC0049079,DRUG,no
MRMTRP11,12301,G10,597.5,444.766,0.131,G,10,11,BCC0044923,DRUG,no
MRMTRP15,12304,H08,597.5,439.125,0.088,H,8,15,BCC0033461,DRUG,no
MRMTRP29,12322,K05,597.5,438.039,0.08,K,5,29,BCC0096681,DRUG,no
MRMTRP25,12318,D08,597.5,422.844,-0.035,D,8,25,BCC0110547,DRUG,no
MRMTRP15,12304,H05,597.5,406.773,-0.156,H,5,15,BCC0042824,DRUG,no
MRMTRP24,12399,C24,597.5,400.344,-0.205,C,24,24,BCC0071884,DRUG,no
MRMTRP24,12399,C22,597.5,237.961,-1.433,C,22,24,BCC0044554,DRUG,no
MRMTRP21,12315,N05,597.5,219.109,-1.576,N,5,21,BCC0059024,DRUG,no
MRMTRP16,12311,A14,598,530.445,0.779,A,14,16,BCC0097655,DRUG,no
MRMTRP11,12301,K05,598,518.633,0.69,K,5,11,BCC0030210,DRUG,no
MRMTRP23,12317,M03,598,437.617,0.077,M,3,23,DMSO,DMSO,no
MRMTRP24,12399,D24,598.5,614.406,1.414,D,24,24,BCC0062939,DRUG,no
MRMTRP10uM05,12392,F06,598.5,578.406,1.142,F,6,5,Donepezil hydrochloride,DRUG,no
MRMTRP32,12329,C09,598.5,574.359,1.111,C,9,32,BCC0069222,DRUG,no
MRMTRP35,12332,B11,598.5,518.656,0.69,B,11,35,BCC0055624,DRUG,no
MRMTRP20,12314,L12,598.5,479.117,0.391,L,12,20,BCC0082041,DRUG,no
MRMTRP30,12327,P12,598.5,468.977,0.314,P,12,30,BCC0058443,DRUG,no
MRMTRP12,12302,A20,598.5,468.789,0.313,A,20,12,BCC0040372,DRUG,no
MRMTRP24,12399,B03,598.5,457.219,0.225,B,3,24,DMSO,DMSO,no
MRMTRP06,12296,L10,598.5,368.641,-0.445,L,10,6,BCC0045328,DRUG,no
MRMTRP42,12381,E05,598.5,340.57,-0.657,E,5,42,BCC0040382,DRUG,no
MRMTRP10,12300,G08,599,596.586,1.279,G,8,10,BCC0031175,DRUG,no
MRMTRP16,12311,K03,599,590.016,1.229,K,3,16,STS,DMSO,no
MRMTRP26,12319,D24,599,585.016,1.192,D,24,26,BCC0111655,DRUG,no
MRMTRP19,12313,G12,599,521.719,0.713,G,12,19,BCC0086503,DRUG,no
MRMTRP25,12318,D14,599,480.844,0.404,D,14,25,BCC0125081,DRUG,no
MRMTRP42,12381,I15,599,471.766,0.335,I,15,42,BCC0081148,DRUG,no
MRMTRP10uM01,12384,D06,599,443.977,0.125,D,6,1,Empty,DRUG,no
MRMTRP10uM04,12390,M09,599,403.32,-0.183,M,9,4,Bromopride,DRUG,no
MRMTRP11,12301,C06,599,387.195,-0.304,C,6,11,BCC0033901,DRUG,no
MRMTRP37,12334,A06,599,350.32,-0.583,A,6,37,BCC0041031,DRUG,no
MRMTRP29,12322,H10,599,277.625,-1.133,H,10,29,BCC0039676,DRUG,no
MRMTRP38,12335,M20,599.5,524.695,0.735,M,20,38,BCC0091377,DRUG,no
MRMTRP1uM03,12387,A16,599.5,496.695,0.524,A,16,3,Adamantamine fumarate,DRUG,no
MRMTRP21,12315,J12,599.5,428.016,0.004,J,12,21,BCC0085970,DRUG,no
MRMTRP39,12400,B22,599.5,426.625,-0.006,B,22,39,BCC0035157,DRUG,no
MRMTRP37,12334,O07,599.5,413.836,-0.103,O,7,37,BCC0095989,DRUG,no
MRMTRP42,12381,D15,599.5,393.203,-0.259,D,15,42,BCC0061080,DRUG,no
MRMTRP21,12315,J10,599.5,386.867,-0.307,J,10,21,BCC0108978,DRUG,no
MRMTRP22,12316,H15,600,610.078,1.381,H,15,22,BCC0031553,DRUG,no
MRMTRP13,12303,N04,600,576.367,1.126,N,4,13,DMSO,EtBr,no
MRMTRP10uM04,12390,B12,600,564.625,1.037,B,12,4,Dolasetron mesilate,DRUG,no
MRMTRP33,12330,A13,600,529.391,0.771,A,13,33,BCC0096871,DRUG,no
MRMTRP11,12301,H11,600,513.234,0.649,H,11,11,BCC0033008,DRUG,no
MRMTRP26,12319,F07,600,449.727,0.168,F,7,26,BCC0060000,DRUG,no
MRMTRP10uM05,12392,B09,600,362.961,-0.488,B,9,5,Sulbactam,DRUG,no
MRMTRP08,12298,H17,600.5,672.398,1.853,H,17,8,BCC0006488,DRUG,no
MRMTRP22,12316,D24,600.5,666.813,1.81,D,24,22,BCC0029721,DRUG,no
MRMTRP10uM03,12388,P10,600.5,545.117,0.89,P,10,3,Tomoxetine hydrochloride,DRUG,no
MRMTRP10uM02,12386,B21,600.5,448.289,0.158,B,21,2,Phenelzine sulfate,DRUG,no
MRMTRP26,12319,N09,600.5,427.602,0.001,N,9,26,BCC0092603,DRUG,no
MRMTRP19,12313,M13,600.5,425.398,-0.016,M,13,19,BCC0103657,DRUG,no
MRMTRP29,12322,F14,600.5,357.867,-0.526,F,14,29,BCC0057231,DRUG,no
MRMTRP28,12321,C03,600.5,328.25,-0.75,C,3,28,STS,DMSO,no
MRMTRP25,12318,C19,600.5,295.125,-1.001,C,19,25,BCC0097408,DRUG,no
MRMTRP20,12314,D13,600.5,286.852,-1.063,D,13,20,BCC0081450,DRUG,no
MRMTRP20,12314,M19,601,665.766,1.802,M,19,20,BCC0081848,DRUG,no
MRMTRP40,12336,I05,601,593.664,1.257,I,5,40,BCC0103898,DRUG,no
MRMTRP36,12333,B16,601,551.219,0.936,B,16,36,BCC0052181,DRUG,no
MRMTRP10,12300,H10,601,511.063,0.632,H,10,10,BCC0046081,DRUG,no
MRMTRP25,12318,N12,601,486.148,0.444,N,12,25,BCC0103909,DRUG,no
MRMTRP20,12314,B21,601,474.5,0.356,B,21,20,BCC0050991,DRUG,no
MRMTRP34,12331,O12,601,443.18,0.119,O,12,34,BCC0064004,DRUG,no
MRMTRP06,12296,K14,601,347.703,-0.603,K,14,6,BCC0079585,DRUG,no
MRMTRP19,12313,P11,601,268.219,-1.204,P,11,19,BCC0085646,DRUG,no
MRMTRP29,12322,J16,601.5,710.609,2.141,J,16,29,BCC0100176,DRUG,no
MRMTRP10uM03,12388,H12,601.5,597.25,1.284,H,12,3,Exemestane,DRUG,no
MRMTRP15,12304,B04,601.5,289.266,-1.045,B,4,15,DMSO,EtBr,no
MRMTRP27,12320,D09,601.5,246.016,-1.372,D,9,27,BCC0099328,DRUG,no
MRMTRP31,12328,I12,602,712.367,2.155,I,12,31,BCC0034993,DRUG,no
MRMTRP34,12331,G09,602,686.688,1.961,G,9,34,BCC0114616,DRUG,no
MRMTRP27,12320,J03,602,648.258,1.67,J,3,27,DMSO,DMSO,no
MRMTRP1uM01,12383,N08,602,624.789,1.492,N,8,1,Empty,DRUG,no
MRMTRP21,12315,D16,602,551.188,0.936,D,16,21,BCC0090568,DRUG,no
MRMTRP22,12316,N01,602,549.438,0.923,N,1,22,DMSO,DMSO,no
MRMTRP29,12322,P10,602,474.922,0.359,P,10,29,BCC0060035,DRUG,no
MRMTRP27,12320,M10,602,278.977,-1.123,M,10,27,BCC0092994,DRUG,no
MRMTRP09,12299,F05,602.5,743.563,2.391,F,5,9,BCC0038778,DRUG,no
MRMTRP25,12318,N01,602.5,564,1.033,N,1,25,DMSO,DMSO,no
MRMTRP10uM04,12390,K08,602.5,516.266,0.672,K,8,4,Norgestrel-(-)-D,DRUG,no
MRMTRP37,12334,E14,602.5,511.719,0.637,E,14,37,BCC0039124,DRUG,no
MRMTRP07,12297,O19,602.5,92.555,-2.533,O,19,7,BCC0108823,DRUG,no
MRMTRP1uM05,12391,G14,603,895.727,3.542,G,14,5,Ciprofibrate,DRUG,no
MRMTRP43,12382,J05,603,656.914,1.735,J,5,43,BCC0073421,DRUG,no
MRMTRP06,12296,C21,603,554.086,0.958,C,21,6,BCC0036731,DRUG,no
MRMTRP38,12335,G14,603,508.602,0.614,G,14,38,BCC0030341,DRUG,no
MRMTRP39,12400,D09,603,458.945,0.238,D,9,39,BCC0041315,DRUG,no
MRMTRP15,12304,M09,603,422.68,-0.036,M,9,15,BCC0040734,DRUG,no
MRMTRP22,12316,D03,603,421.797,-0.043,D,3,22,STS,DMSO,no
MRMTRP08,12298,N19,603,406.477,-0.159,N,19,8,BCC0091637,DRUG,no
MRMTRP10uM03,12388,I03,603,389.102,-0.29,I,3,3,DMSO,DMSO,no
MRMTRP30,12327,B15,603.5,649.703,1.681,B,15,30,BCC0039159,DRUG,no
MRMTRP21,12315,I20,603.5,613.313,1.406,I,20,21,,DRUG,no
MRMTRP10uM04,12390,K13,603.5,606.25,1.352,K,13,4,Ethotoin,DRUG,no
MRMTRP29,12322,P08,603.5,572.5,1.097,P,8,29,BCC0044883,DRUG,no
MRMTRP43,12382,P22,603.5,456.297,0.218,P,22,43,BCC0005695,DRUG,no
MRMTRP39,12400,L05,603.5,423.281,-0.032,L,5,39,BCC0037730,DRUG,no
MRMTRP27,12320,K18,603.5,361.133,-0.502,K,18,27,BCC0094296,DRUG,no
MRMTRP1uM04,12389,O09,604,675.68,1.877,O,9,4,Isosorbide dinitrate,DRUG,no
MRMTRP1uM02,12385,P09,604,657.711,1.741,P,9,2,Chlorphensin carbamate,DRUG,no
MRMTRP12,12302,I23,604,529.984,0.775,I,23,12,BCC0029462,DRUG,no
MRMTRP18,12312,J03,604,483.906,0.427,J,3,18,DMSO,DMSO,no
MRMTRP39,12400,I15,604,442.258,0.112,I,15,39,BCC0046544,DRUG,no
MRMTRP36,12333,C12,604,440.352,0.098,C,12,36,BCC0064408,DRUG,no
MRMTRP10uM03,12388,C17,604,436.609,0.069,C,17,3,N6-methyladenosine,DRUG,no
MRMTRP26,12319,A05,604,412.359,-0.114,A,5,26,BCC0071838,DRUG,no
MRMTRP21,12315,E14,604,367.438,-0.454,E,14,21,BCC0094035,DRUG,no
MRMTRP10,12300,H20,604.5,734.766,2.324,H,20,10,BCC0110989,DRUG,no
MRMTRP09,12299,E16,604.5,615.406,1.421,E,16,9,BCC0065596,DRUG,no
MRMTRP37,12334,G12,604.5,516.867,0.676,G,12,37,BCC0046823,DRUG,no
MRMTRP10uM04,12390,C19,604.5,509.813,0.623,C,19,4,6-Furfurylaminopurine,DRUG,no
MRMTRP36,12333,B11,604.5,473.203,0.346,B,11,36,BCC0044516,DRUG,no
MRMTRP25,12318,M08,604.5,403.641,-0.18,M,8,25,BCC0045364,DRUG,no
MRMTRP08,12298,F09,604.5,369.414,-0.439,F,9,8,BCC0048438,DRUG,no
MRMTRP22,12316,J02,605,929.195,3.795,J,2,22,DMSO,EtBr,no
MRMTRP35,12332,D12,605,677.172,1.889,D,12,35,BCC0055535,DRUG,no
MRMTRP07,12297,J04,605,667.352,1.814,J,4,7,DMSO,EtBr,no
MRMTRP10,12300,O15,605,645.969,1.653,O,15,10,BCC0049028,DRUG,no
MRMTRP10uM03,12388,P14,605,513.203,0.649,P,14,3,Penciclovir,DRUG,no
MRMTRP42,12381,J09,605,389.742,-0.285,J,9,42,BCC0072637,DRUG,no
MRMTRP18,12312,L13,605,383.641,-0.331,L,13,18,BCC0053425,DRUG,no
MRMTRP39,12400,L08,605,345.203,-0.622,L,8,39,BCC0046203,DRUG,no
MRMTRP20,12314,L09,605,319,-0.82,L,9,20,BCC0110074,DRUG,no
MRMTRP26,12319,C05,605,293.328,-1.014,C,5,26,BCC0075436,DRUG,no
MRMTRP29,12322,F16,605.5,671.594,1.846,F,16,29,BCC0091819,DRUG,no
MRMTRP10uM05,12392,G15,605.5,649.906,1.682,G,15,5,Fluticasone propionate,DRUG,no
MRMTRP32,12329,N12,605.5,642.93,1.63,N,12,32,BCC0068795,DRUG,no
MRMTRP31,12328,A19,605.5,574.133,1.109,A,19,31,BCC0050044,DRUG,no
MRMTRP11,12301,N13,605.5,542.422,0.87,N,13,11,BCC0088551,DRUG,no
MRMTRP21,12315,P11,605.5,444.859,0.132,P,11,21,BCC0100772,DRUG,no
MRMTRP29,12322,E17,605.5,438.281,0.082,E,17,29,BCC0042830,DRUG,no
MRMTRP39,12400,J19,605.5,432.938,0.041,J,19,39,BCC0038576,DRUG,no
MRMTRP12,12302,B19,605.5,426.078,-0.01,B,19,12,BCC0048473,DRUG,no
